(^○^)	Cute Kid, happy, smiling
)^o^(	excited, happy, smiling
(￣ー￣)	Full Face, grinning, pokemon, simper, snorlax
(￣□￣;)	surprised, sweat
°o°	surprised
°O°	surprised
o_0	surprised
(o.o)	surprised
oO	surprised
(*´▽｀*)	blush, infatuation, smiling
( ﾟ Дﾟ)	shocked, surprised
(°◇°)	Disatisfied, shocked, surprised
(*￣m￣)	Forward Facing Anger #3, anger, angry, annoyed, dissatisfied, irked
ヽ(´ー｀)┌	Shrugging Guy, mellow, sad, shrug
¯\\(°_o)/¯	Eye Hole, confused, mellow, shrug
(´･ω･`)	Anxious #1, deflated, disappointed, happy, smiling, snubbed, snubbed,deflated, snubbing
(‘A`)	Bit Insecure Boy, sad, snubbed,deflated, snubbing
(*^3^)/~☆	Blowing a Kiss, blowing a kiss, kiss, smiling
.....φ(・∀・＊)	smiling, studying, writing
(︶｡︶✽)	Flower Sleep, flower, sleeping
OWO	cute, inquisitive, owo, perplexed, what's this?
.o○	Blowing Bubbles, bubbles
○o.	bubbles
( ^^)_U~~	cup of tea
( ^^)_旦~~	Cup of Tea, cup of tea, drink, food
☆彡☆ミ	Shooting Stars, shooting star
>°)))彡	fish
(Q))	fish
><ヨヨ	fish
(°))<<	Fish #1, Weird Fish, fish
>°))))彡	fish
<°)))彡	fish
>°))彡	Sky Fish, fish
<+))><<	fish
<*))>=<	fish
<コ:彡	Squid, Swimming Squid, fish, octopus, squid
Ｃ:.ミ	fish, octopus, squid
~>°)～～～	snake
～°·_·°～	Bats, bat, bats_vampires
(°°)～	Tadpole, tadpole
●～*	bomb
￣|○	despair
STO	Given Up, despair, given up
OTZ	despair, given up
OTL	Bowing Person Big Head, despair, given up
orz	Bow #1, despair
囧rz	despair
┻━┻︵ヽ(`Д´)ﾉ︵ ┻━┻	anger, table flip, table_flip
:3ミ	table flip, table_flip
(`･ω･´)	Feel Perky, perky, pig, staring pig
(｀-´)>	Aiming, anger, salute, salute_wave
ヽ(´ー｀)ﾉ	peace of mind, sad
ヽ(`Д´)ﾉ	Arms Up Irritated, anger, irritable
(＃ﾟДﾟ)	anger, angry
（ ´Д｀）	panting, sad, yelling
（　ﾟДﾟ）	Holy Shit, loudmouthed, surprised
┐('～`；)┌	Pretending to not give a %$#!, don't know, shrug, shrugging, sweat
（´∀｀）	Carefree, carefree, smiling
（　´_ゝ`）	A flat face, indifferent
Σ(゜д゜;)	shocked, surprised, sweat
( ﾟヮﾟ)	Glad boy, happy, smiling, upbeat
⊂二二二（＾ω＾）二⊃	arms stretched out, bu-n, carefree, running, soaring
(((( ；ﾟДﾟ)))	spook, sweat
Σ(ﾟДﾟ)	Huge Surprise, surprise, surprised
( ´∀｀)σ)∀`)	jog someone's cheek, pointing
( ﾟдﾟ)	WOAAAH, amazed, surprised
(´ー`)y-~~	cigarette, sad, smoking
（ ^_^）o自自o（^_^ ）	Cheers Mate, cheers, drink, toast
m9(・∀・)	flash of intuition, smiling
('A`)	disappointed, lonely
（ ´,_ゝ`)	depressed, indifferent, sad, unsatisfied
（´-`）.｡oO( ... )	thinking
(ﾟДﾟ;≡;ﾟДﾟ)	impatience
( ´д)ﾋｿ(´Д｀)ﾋｿ(Д｀)	sad, whispers
（･∀･)つ⑩	Carrying Money, carrying money, money, smiling
⊂（ﾟДﾟ⊂⌒｀つ≡≡≡	sliding on belly
(ﾟдﾟ)	Amazed #6, nervous, surprised, unforeseen
(ﾟ⊿ﾟ)	Very Confused #2, helpless, i don't need it
(屮ﾟДﾟ)屮	come on
（・Ａ・）	that's bad
(ﾟ∀ﾟ)	Kawaii face #90, a-hya!, discharged drug-in-brain, goofing around, smiling
（ つ Д ｀）	crying, sad, wiping tears
エェェ(´д｀)ェェエ	not convincing, sad
[ﾟдﾟ]	deflagged
♪┏(・o･)┛	dancing, happy, music
♪┗ ( ･o･) ┓	dancing, happy, music
d(*⌒▽⌒*)b	Big smile #9, blush, happy, smiling, thumbs_up
＿|￣|○	Kneeling, despair, given up
(╬ ಠ益ಠ)	Extreme rage, anger, annoyed, distaste, grimace
(≧ロ≦)	anger, shouting
(ΘεΘ;)	Seriously Dude ?, asleep because of boredom, pretending not to notice, sweat
＼| ￣ヘ￣|／＿＿＿＿＿＿＿θ☆( *o*)/	fight, kick
┌(；`～,)┐	discombobulated, sweat
ε=ε=ε=┌(;*´Д`)ﾉ	I'm going, running, sweat
ヽ(´▽`)/	Yay, happy, smiling
^ㅂ^	happy, smiling
(l'o'l)	shocked, surprised
ヽ(ｏ`皿′ｏ)ﾉ	Fuck you, anger, angry, annoyed, irked
⍣	StarFace, japanese, smile, star
⍤	Simple Shock, japanese, smile, surprised
⍡	Cross Mouth, japanese, smile
옺	
옻	
우	
웃	
유	
の	japanese, smile
も	japanese, smile
のへの	
-4人	
ジ	japanese, smile
ｼ	japanese, smile
()ツ゚ ツ	
ﾂ	japanese, smile
ン	japanese, smile
ソ	japanese, smile
ゾ	japanese, smile
(ツ)	Chyea, japanese, smile
㋛	japanese, smile
〠	Clown Smile, clown, japanese, smile
(ツ゚)	japanese, smile
(ヅ)	japanese, smile
✌(ツ)	japanese, smile
リ	japanese, smile
し	japanese, smile
:-)	Grin face, happy, japanese, smile
Ѷ	Different V, japanese, smile
〲	Turned Smile, japanese, smile
〴	Blown Up, japanese, smile
ϡ	Observing Smile, japanese, smile
ﭢ	Cute Look, japanese, smile
ミ	japanese, smile
っ	japanese, smile
ふ	japanese, smile
ぶ	japanese, smile
ぷ	japanese, smile
マ-	
ー ド	
- ⍩	
い	japanese, smile
ఠ ಠ	
ㆅ	japanese, smile
ت	I Like This, smile
⺍	japanese, smile
か	japanese, smile
ネ	japanese, smile
ヌ	japanese, smile
ル	japanese, smile
レ	japanese, smile
マ	japanese, smile
ム	japanese, smile
モ	japanese, smile
メ	japanese, smile
(^-^)	Joyful And Content, smiling
- 😆	
⍨	You what? #5, japanese, smile
ӵ	japanese, smile
ӱ	japanese, smile
ӭ	japanese, smile
(●♡∀♡)	heart, in love with you already, infatuated, kiss, love, smiling
(｡♥‿♥｡)	Love More, heart, smiling, smitten
(♥ω♥ ) ~♪	Love eyes, heart, music
✿♥‿♥✿	In Love #8, flower, heart, love, smiling
٩(♡ε♡ )۶	Love at First Sight, heart
♱♡‿♡♰	In Love #3, heart, love, smiling
⊆♥_㇁♥⊇	More love, heart, love, monkey
(●♡∀♡))ヾ☆*。	Stars And Love, heart, smiling
❤⃛ヾ(๑❛ ▿ ◠๑ )	blush, heart, smiling
♡(ŐωŐ人)	Love Hands, heart, love
༼♥ل͜♥༽	You melt me down, donger, heart, love
(ﾉ´ з `)ノ	Give me a kiss, kiss, love
(♡-_-♡)	Seeing love, heart, love
(◕‿◕)♡	heart, love, smiling
(❤ω❤)	heart, i am so in love, love
❤ (ɔˆз(ˆ⌣ˆc)	Lovehug, heart, kiss, love, smiling
(˘∀˘)/(μ‿μ) ❤	heart, love
(´,,•ω•,,)♡	Thinking On You, heart, love
(/^-^(^ ^*)/ ♡	heart, love, smiling
(♡°▽°♡)	Love you #7, heart, love, smiling
(─‿‿─)♡	Happy with your love, heart, love, smiling
(´ ε ` )♡	heart, love
(´｡• ω •｡`) ♡	heart, love
♡＼(￣▽￣)／♡	heart, love, smiling
(｡・//ε//・｡)	Oh La La, blush, love
Σ>―(〃°ω°〃)♡→	I'm in love #11, archery, blush, heart, love
(„ಡωಡ„)	blush, blushing, embarrassment, hehe I'm shy
☆⌒ヽ(*'､^*)	blush
╰(*´︶`*)╯♡	blush, heart, love, smiling
♡ ～('▽^人	heart, smiling
(◠﹏◠✿)	Shy Face, flower
（＊＾Ｕ＾）人（≧Ｖ≦＊）/	Best friends 4 ever
ôヮô∧( ‘Θ’ )∧( ‘Θ’ )∧	smiling
(¤﹏¤)	Intrigued #6, nervous
●‿●	smiling
ʕ·ᴥ·ʔ＼（＾○＾）人（＾○＾）／	bear
ヾ(＠⌒▽⌒＠)ﾉ (°∀°)	
ヾ｜￣ー￣｜ﾉ	Serious Robot, robot
(☉‿☉✿)	flower, smiling
┏(＾＾)┛┗(＾＾) ┏(＾＾)┛┗(＾＾) ┓	dancing
ヽ(‘ ∇‘ )ヽ(‘ ∇‘ )ノ	dancing
☆(❁‿❁)☆(❁‿❁)☆❀◕ ‿ ❀	flower
ヽ(^◇^*)/(•⊙ω⊙•)	smiling
!⑈ˆ~ˆ!!⑈ˆ~ˆ!⑈(*^ -^*)(*^ -^*)	smiling
(⊙‿⊙✿)(⊙‿⊙✿)	flower
(ﾟヮﾟ)(ﾟヮﾟ)¢‿¢	
ヅ ●ᴥ●	
(∪ ◡ ∪)(∪ ◡ ∪)	
｡◕ ‿ ｡◕ ‿ ◕｡	
(✿◠‿◠)(✿◠‿◠)	flower
(￣ｰ￣)(￣ｰ￣) ╰(◡‿◡✿╰)╰(◡‿◡✿╰)	flower
~,~~,~(ﾉ◕ヮ◕)ﾉ*:(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧	sparkles
(*~▽~)(*~▽~)❀‿❀	flower
◕‿◕(^L^)(^L^)	smiling
(^▽^)(^▽^)◕ ◡ ◕ ◡ ◕	smiling
(◕‿◕✿)(◕‿◕✿)（ （ ；´Д｀）	flower, sad, sweat
⊙﹏⊙✿｡✿	flower
ヽ(゜∇゜)ヽ(゜∇゜)ノ	dancing
｡(✿‿✿)｡(✿‿✿)｡	flower
(´ー｀)(´ー｀)	sad
q(❂‿❂)pq(❂‿❂)p	
( ́ ◕◞ε◟◕`)( ́ ◕◞ε◟◕`)	
☆(◒‿◒)☆(◒‿◒)☆	
(∩▂∩)(∩▂∩)	
(¬‿¬)(¬‿¬)	smirk
(^Ｏ^)(^Ｏ^)	excited, smiling
（’◎’）	baby face
(◜௰◝)(◜௰◝)	
(^ｰ^)(^ｰ^)	smiling
(o´ω｀o)(o´ω｀o)	
(^з^)-(^з^)-☆	smiling
(◕ω◕✿)(◕ω◕✿)	flower
(ﾟ▽^*)	smiling
(⌒o⌒)	
(｡◕‿◕｡)(｡◕‿◕｡)	
(. ﾟーﾟ)(. ﾟーﾟ)	
१✌˚◡˚✌५	smiling
＼(●~▽~●)＼(●~▽~●)	bomb
(*˘︶˘*)(*˘︶˘*)	blush
(ᅌᴗᅌ* )(ᅌᴗᅌ* )	
^L^^L^	smiling
(\\/) (°„°) (\\/)(\\/) (°„°) (\\/)	crab
＼(*^▽^*)/＼(*^▽^*)/	blush, smiling
(◠△◠✿)(◠△◠✿)	flower
( ಠ◡ಠ )( ಠ◡ಠ )	
(〃^∇^)(〃^∇^)ﾉ	blush, smiling
^^^^	
|◔◡◉||◔◡◉|	
(●⌒∇⌒●)(●⌒∇⌒●)	
⊂◉‿◉つ	blush, happy, hug, smiling
.ʕʘ‿ʘʔ..ʕʘ‿ʘʔ.	bear
(*・∀・*)人(*・∀・*)	Bff, blush
＼(^-^)＼(^-^)／	smiling
∩(︶▽︶)∩(︶▽︶)∩	
（☉∀☉）	smiling
(´ω｀)(´ω｀)	
●﹏●	Slighy Sad, nervous, sad
（ （ ´∀｀）☆	smiling
•ᴥ•	Dog #3, dog
◕ ‿ ◕✿	flower, smiling
(≧◡≦)(≧◡≦)	
(◡‿◡✿)(◡‿◡✿)	flower
(･ｪ-)(･ｪ-)	
^‿^^‿^	smiling
٩(̾●̮̮̃̾•̃̾)٩(̾●̮̮̃̾•̃̾)۶	
(⊙ω⊙✿)	flower
٩(-̮̮̃•̃)٩(-̮̮̃•̃)	
(´･ω･`)(´･ω･`)	
◤(¬‿¬)◤(¬‿¬)◥	smirk
^.^^.^	smiling
(•‿•)	Content #9, blush, happy, smiling
（＾⊆＾）	fat face, happy, smiling
^( '‿' )^	smiling
☆d(o⌒∇⌒o)b☆d(o⌒∇⌒o)b	thumbs_up
∑(゜Д゜;)∑(゜Д゜;)	
(• ε •)(• ε •)	
( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)	lenny
(\\/) (°,,°) (\\/)	crab, snake eyes, sparkles
(￣(エ)￣)(￣(エ)￣)	bear
{◕ ◡ ◕}	smiling
(>‘o’)>	Boy pointing, pointing
(❀‿❀)	Flowered, flower, smiling
ヾ(●⌒∇⌒●)ﾉ	smiling
（ （ ´∀｀）	smiling
☾˙❀‿❀˙☽	Dem Flower Eyes, flower, smiling
°٢°	Drool
^o^^o^	excited, smiling
(=ﾟωﾟ)ﾉ	Cute Greeting, hello, salute_wave
٩(●̮̮̃•̃)٩(●̮̮̃•̃)۶	
(☞ﾟ∀ﾟ)☞	pointing, smiling, you crazy
(=゜ω゜)	cat, kitty
(｡✿‿✿｡)	flower, smiling
ó‿ó	Simple Face, smiling
(︶ω︶)	In Peace
(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧	amazed, happy, joy, smiling, sparkles, surprised
(◠ω◠✿)	flower, so happy lass
٩(^‿^)٩(^‿^)۶	smiling
(●*∩_∩*●)	blush
٩(-̮̮̃-̃)٩(-̮̮̃-̃)۶	
ヽ(´▽｀)ヽ(´▽｀)ノ	dancing
(°⌣°)(°⌣°)	
☆(❁‿❁)☆(❁‿❁)☆	flower
(० ्०)(० ्०)	
٩(-̮̮̃•̃)٩(-̮̮̃•̃)۶	
（╹ェ╹）	The Bunny, rabbit
ᵔᴥᵔ	Small Bear Face, bear
•(⌚_⌚)•	Just a robot, robot
ヽ( ´ ∇ ｀ )ヽ( ´ ∇ ｀ )ノ	dancing
（ミ￣ー￣ミ）	Just leave me
~(^з^)-	smiling
~(^з^)-~(^з^)-	smiling
(｡◕‿◕｡)	smiling, why hello
.=^.^=.=^.^=	smiling
(◠︿◠✿)	Ahg, that is disgusting, flower
(´ ▽ ` )ﾉ	smiling
(◑‿◐)(◑‿◐)	
ヽ(ﾟｰﾟ*ヽ)ヽ(*ﾟｰﾟ*)ﾉ(ﾉ*ﾟｰﾟ)	blush
˚ᆺ˚	Bunny #1, rabbit
ヽ(〃＾▽＾〃)ヽ(〃＾▽＾〃)ﾉ	blush
｡◕‿◕｡	I Like It, gleeful, happy, smiling
( °٢° )( °٢° )	
(●´ω｀●)	Concerned Kawaii
◕‿◕	Innocent Eye, smiling, unicode
◙‿◙	Stoned Look, happy, smiling
ヽ(ﾟｰﾟ*ヽ)ヽ(*ﾟｰﾟ*)ﾉ(ﾉ*ﾟｰﾟ)ﾉ	blush, hurrayyy!
( ♥ ͜ʖ ♥)	heart, hello, lenny, salute_wave
(⋆ ˆ3ˆ)♥(◕ε◕♡)	heart, me and he
(灬♥ω♥灬)	Adventure love, heart, love
(⺣◡⺣)♡*	Shy Lover, heart, love, smiling
（♥￫ｏ￩♥）	Heartbreak #1, heart
ღゝ◡╹)ノ♡	Offering Love, heart, love, smiling
(♡´౪`♡)	Surprised Lover, heart, love, surprised
φ(ﾟ ωﾟ//）♡	My Pretty Face, heart
♡♡+.ﾟ(￫ε￩*)ﾟ+.ﾟ	My Favorite Person, heart, sparkles
(●´□`)♡	Rigth love, heart, sad
(｡’▽’｡)♡	Happy For Your Love, heart, smiling
(๑・ω-)～♥”	Wink The Love, heart, wink
～(^з^)-♡	Love And Kisses, heart, kiss, smiling
(•‾⌣‾•)و ̑̑♡	Oh Yes, The Love, heart, smiling
( ෆຶдෆຶ)	Oh My Love
(∗ᵒ̶̶̷̀ω˂̶́∗)੭₎₎̊₊♡	Wink In Love, heart, wink
(⁎⁍̴̀﹃ ⁍̴́⁎)♡	heart
(人･㉨･)♡	Love Bear, bear, heart, love
(๑♡⌓♡๑)	Mesmerized #2, blush, heart, love
(๑♡3♡๑)	I Need You, blush, heart, love
♡〜٩( ˃́▿˂̀ )۶〜♡	Smell Heart, heart, smiling
ⓛⓞⓥⓔ ♡	Words And Heart, heart
(● ´□` )♡	Broken Heart #1, heart, sad
( ͒ ˘̩̩̩̩̩̩ꇵ˘̩̩̩̩̩̩ ͒)	Crying My Heart Out, crying, heart
♡ඩ⌔ඩ♡	In Love #4, heart, love
(♡´艸`)	Shy Love, heart, love, shy
˅ɞ♡⃛ʚ˅	In Love #6, heart, love
⊂（♡⌂♡）⊃	Inlove Bear, bear, heart
(‘∀’●)♡	Left love, heart, love, smiling
ヽ(o♡o)/	In Love #9, heart, love
ℒℴѵℯ*¨*• ♡	Just Love, heart
♥(✿ฺ´∀`✿ฺ)ﾉ	Take This Heart, flower, heart, smiling
(｡・‧̫・｡).*＊♡	Thinking In Good Stuffs, heart
(◍•ڡ•◍)❤	heart, yummy
-ω(´•ω•｀)♡	A Little Person In Love, heart
ෆ╹ .̮ ╹ෆ	A Big Cute Face
໒( ♥ ◡ ♥ )७	Pretty face #1, heart, smiling
（*´▽｀*）	flower, infatuated, kiss, love, smiling, you got me flowers?!
ˉ̞̭(′͈∨‵͈♡)˄̻ ̊	Loved And Worried, blush, heart
ε=(｡♡ˇд ˇ♡｡）	Hurry To Love, heart, running
(◍•ᴗ•◍)❤	Happy Love, heart, smiling
(∩˃o˂∩)♡	Enough Of Loving, heart
♡〜٩(^▿^)۶〜♡	Celebrating Love, heart, smiling
(o´〰`o)♡*✲ﾟ*｡	heart, sad, sparkles
(/^-^(^ ^*)/	Friends #1, smiling
(>^_^)><(^o^<)	Happy Couple Yay, excited, hug, hugging, smiling
♡｡ﾟ.(*♡´‿` 人´‿` ♡*)ﾟ♡ °・	People Who Love, heart
ღƪ(ˆ◡ˆ)ʃ♡ƪ(ˆ◡ˆ)ʃ♪	Dancing In The Name Of Love, blush, dancing, happy, heart, music
( ° ᴗ°)~ð (/❛o❛\\)	Proposing, most used, proposal, smiling
( ﾟ∀ﾟ)ﾉ【I LOVE U】	
(୨୧•͈ᴗ•͈)◞ᵗʱᵃᵑᵏઽ*♡	Thank You So Much, blush, heart, smiling, thank you, thanks_message
♡+* Ɗɑɫë*+♡	Date, heart
꒒ ০ ⌵ ୧ ♡	Simply  Love, heart
(๑′ᴗ‵๑)Ｉ Lᵒᵛᵉᵧₒᵤ♥	I Love, blush, heart, smiling
(ㅅꈍ﹃ꈍ)*gᵒᵒᒄ ᵑⁱgᑋᵗ*(ꈍ﹃ꈍㅅ)♡	Saying Good Night, blush, good night, heart
ⓛⓞⓥⓔ♡	Simple Love, heart
(♡´❍`♡)*✧ ✰ ｡*	Throwing Up Love, heart
(´∩｡• ᵕ •｡∩`) ♡	Love Me Pls, heart, smiling
( ˊᵕˋ )♡.°⑅	The Love Is Good, heart, smiling
( ๑ ❛ ڡ ❛ ๑ )❤	blush, heart, yummy
♥（ﾉ´∀`）	Ow, that's cutie #2, heart, kiss, love, smiling
♡(｡￫ˇ艸￩)	Stop It You Pls, heart
(๑´ლ`๑)ﾌﾌ♡	Alright I like You, blush, heart
٩(*❛⊰❛)ʓਡ～❤	heart
♡〜٩( ╹▿╹ )۶〜♡	Jumping For Love, heart, smiling
╰(✿´⌣`✿)╯♡	Flowers Of Love, flower, heart, smiling
(‾̴̴͡͡▿•‾̴̴͡͡ʃƪ)	Happy Of You My Bae, smiling
( ᵒ̴̶̷̥ ‸ ᵒ̴̶̷̣̥ ✿)	crying, flower
(´•̥̥̥ ‸ •̥̥̥`✿)	crying, flower
˚‧º·( 。ᗒ ‸ ◕✿)	flower
(✯◡✯)	It is awesome #4, happy, joy, smiling
(◕‿◕)	Creepy Smile, happy, joy, smiling
(*≧ω≦*)	I feel lucky #9, blush, joy
(☆▽☆)	STARific, joy, smiling
(⌒‿⌒)	joy, smiling
＼(≧▽≦)／	excited, joy, smiling
(* ^ ω ^)	Shiny Cat Mouth, cat, joy, smiling
(´ ∀ ` *)	Asian smiling face, joy, smiling
٩(◕‿◕｡)۶	Cheering big eyed, happy, joy, smiling
☆*:.｡.o(≧▽≦)o.｡.:*☆	Can't contain joy, excited, joy, smiling, sparkles
(o^▽^o)	Anime happiness, joy, smiling
(⌒▽⌒)☆	Starred rolled, happy, joy, smiling
。.:☆*:･'(*⌒―⌒*)))	blush, joy, sparkles
ヽ(・∀・)ﾉ	It is awesome #9, joy, smiling
(´｡• ω •｡`)	joy
(￣ω￣)	Peaceful Mind, joy
｀;:゛;｀;･(°ε° )	joy
(o･ω･o)	joy
(((o(*°▽°*)o)))	I Feel Amazing #5, blush, joy, smiling
(o´∀`o)	joy, smiling
(´• ω •`)	joy
(⌒ω⌒)	joy
∑d(°∀°d)	joy, smiling, thumbs_up
╰(▔∀▔)╯	I Feel Amazing #6, happy, joy, smiling
(*^‿^*)	blush, happy, joy, smiling
ヽ(o^ ^o)ﾉ	joy, smiling
(＠＾◡＾)	I feel lucky #5, joy, smiling
ヽ(*・ω・)ﾉ	joy
(o_ _)ﾉ彡☆	Take My Star, happy, joy
(^人^)	Content #2, beg, happy, joy, smiling
(o´▽`o)	It is awesome #7, joy, smiling
(*´▽`*)	It is awesome #5, blush, joy, smiling
｡ﾟ( ﾟ^∀^ﾟ)ﾟ｡	I Feel Amazing #3, crying, joy, smiling
( ´ ω ` )	joy
ヽ(o＾▽＾o)ノ	joy, smiling
☆ ～('▽^人)	joy, smiling
(*°▽°*)	blush, joy, smiling
٩(｡•́‿•̀｡)۶	I Feel Amazing #10, happy, joy, smiling
(✧ω✧)	Damn, that looks good, joy
ヽ(*⌒▽⌒*)ﾉ	I'm so excited, wow, blush, joy, smiling
(*꒦ິ꒳꒦ີ)	Cute Sad Face, happy, joy, sad
＼(￣▽￣)／	It is awesome #2, joy, smiling
(*¯︶¯*)	blush, joy, smiling
＼(＾▽＾)／	I'm the happiest person in this world #8, joy, smiling
٩(◕‿◕)۶	blush, blushing, joy, smiling
(o˘◡˘o)	joy, smiling
\\(★ω★)/	Superstar, joy
\\(^ヮ^)/	joy, smiling
(〃＾▽＾〃)	I Feel Amazing #7, blush, joy, smiling
(╯✧▽✧)╯	excited, joy, smiling
o(>ω	
(´･ᴗ･ ` )	joy, smiling
(„• ֊ •„)	joy
(.❛ ᴗ ❛.)	joy, smiling
(⁀ᗢ⁀)	I'm so happy, happy, joy
(￢‿￢ )	joy, smiling
(¬‿¬ )	joy, smiling, smirk
(*￣▽￣)b	joy, smiling, thumbs_up
( ˙▿˙ )	joy, smiling
(¯▿¯)	joy, smiling
( ◕▿◕ )	joy, smiling
＼(٥⁀▽⁀ )／	joy, smiling
(´｡• ᵕ •｡`)	I feel lucky #2, joy, smiling
( ´ ▽ ` )	Kawaii face #89, joy, smiling
(￣▽￣)	Bliss, joy, smiling
o(≧▽≦)o	It is awesome #6, excited, joy, smiling
(☆ω☆)	It is awesome, joy
(っ˘ω˘ς )	joy
o( ❛ᴗ❛ )o	joy, smiling
｡ﾟ(TヮT)ﾟ｡	Very Sad, crying, joy, sad, smiling
( ‾́ ◡ ‾́ )	happy, joy, smiling
(ﾉ´ヮ`)ﾉ*: ･ﾟ	YEAHHH, joy, smiling
(b ᵔ▽ᵔ)b	Best of luck, joy, smiling, thumbs_up
(๑˃ᴗ˂)ﻭ	I get it, dude, joy, smiling
(๑˘︶˘๑)	blush, happy, joy, smiling
( ˙꒳​˙ )	joy
(∪ ◡ ∪)(∪ ◡ ∪)٩◔‿◔۶	
｡◕ ‿ ｡◕ ‿ ◕｡ ヾ(＠＾▽＾＠)ヾ(＠＾▽＾＠)ﾉ	
أ‿أ	Crying #4, cry, crying, smiling
(PД`q。)·。'゜	
(;﹏;	sad
(ToT	
(┳Д┳	
(ಥ﹏ಥ	
(T＿T	
（πーπ）	Crying #18, cry, crying, sad
(Ｔ▽Ｔ	smiling
(⋟﹏⋞	
（ｉДｉ）	Crying #19, cry, crying, sad
(´Д⊂ヽ	Crying #8, cry, crying
(;Д;	
（>﹏<）	Sick to Death #20, cry
(TдT	
(つ﹏⊂	
༼☯﹏☯༽	Heavy Crying, cry, crying, cute, donger
(ノ﹏ヽ	
(ノAヽ	
(╥_╥	
(༎ຶ⌑༎ຶ	
(☍﹏⁰)｡	Crying #20, cry, crying
(ಥ_ʖಥ	
(つд⊂	
(≖͞_≖̥	annoyed
(இ﹏இ`｡	
༼ಢ_ಢ༽	Crying Donger #6, cry, crying, donger
༼ ༎ຶ ෴ ༎ຶ༽	Frazzled, cry, distraught, donger, mustache
๐·°(৹˃̵﹏˂̵৹)°·๐	More tears, crying
。゜゜(´Ｏ`) ゜゜。	sad
〒_〒	
( ˃̣̣̥o˂̣̣̥	crying
♡o(╥﹏╥)o ♥♡	heart
(๐॔˃̶ᗜ˂̶๐॓	smiling
(PД`q。 ) ·。 ' ゜	
(´;ω;	
(っ╥╯﹏╰╥c	
(ノへ￣、	
°(°ˊДˋ°) °	
( •́ω•̩̥̀	crying
(´༎ຶД༎ຶ`	
(ಥ_ಥ	
(╥╯^╰╥	
(〒︿〒	
.・゜゜・（／。＼）・゜゜・．	Crying Like Raining, crying, in pain, sad
｡゜(｀Д´)゜｡	Mess, anger, crying, in pain, sad
(ノД`)・゜・。	Big tears, crying
(； T.T))	Too Painful, sweat
（ ＴДＴ）	Painful Scream
・(/Д`)・	Crying hard, crying
(ﾟ´Д｀ﾟ)ﾟ	Wah, That Is So Bad, sad
(个_个	
(ㄒoㄒ	
o(╥﹏╥)o	Tantrum Cry, crying, in pain, sad
(´×ω×`)	Dead #1, dead
ヽ༼xل͜x༽ﾉ	Dead, dead, donger
(×_×;）	Dead #2, dead, defeated, lifeless, sweat
(✖´╹‸╹`✖)	
(X_X)	dead
☜(◉▂◉)	pointing
(×_×#	Head Dashed, dead, defeated, lifeless
〓■●＿～□○0	
0(:3	lying_down
)～	
=͟͟͞͞(’､3)_ヽ)＿	
・・・・・～～～～～～～(m￣ー￣)m	Sleepwalking
ー=≡Σ[▓▓]ε¦)	asleep, lying_down
ー=≡Σ(	
ε¦)0	
⎧ᴿᴵᴾ⎫◟◟◟◟◟◟◟◟❀◟(óò,)	dead, flower
m(ﾟДﾟm)～【†】～(m´ρ`)m	Its a Ghost
~~(m´□｀)/ﾟ･:*†┏┛呪┗┓†*:･ﾟ＼(´□｀m)~~	Cemetery RItual, sad, sparkles
(ñ_ñ)	Wavy Brows
(u_u)	Almost Sleeping
(ヘ。ヘ)	
彡(-_-;)彡	Wins Face, sweat
(≖͞_≖̥)	A Single Tear #3, annoyed, cry
(｡≍ฺ‿ฺ≍ฺ)	smiling
（Ω_Ω）	Hypnotised, defeated, lifeless
(º_º)	Stare in Disbelief
Σ(๑+⌓	
o｡)シ	
(o_-)	Black Eyed
(＊0＊;)	Open Mouth Star Face, sweat
（x_x；）	Got Dashed Beside, dead, defeated, lifeless, sweat
╭✖⊆✖╮	dead
(´×д×`三꒪д꒪;)	dead, sweat
१|✘`皿′✘|५	Death Eye, anger, dead
꒰ლ✘ㅿ✘ლ꒱	Ugly Gesture, dead
(⁎×ㅂ×⁎)༘	Am Feeling Sorry, dead
(((＼（✘෴✘）／)))	Devil Way Eye, dead, devil, mustache
¿ⓧ_ⓧﮌ	Not So Sure, dead
⊆✕ڡ✕⊇	Cross Eye #1, monkey, yummy
(✖ਊ✖)	dead
･ﾟﾟ･(×_×)･ﾟﾟ･｡	Tears Death, crying, dead, sparkles
c༽✖﹏✖༼ᓄ	dead
Ｕ×Å×Ｕ	Across The U, dead
⁽͑˙˟́˙̭˟̀˙⁾̉	Crushed Eye
ヾ(××)ﾂ	
(×m×）	dead
╭(✖_✖)╮	dead
ヽ༼,͡X͜ʖ͡X,༽ﾉ	dead, donger
┌╏✖_✖╏┘	dead
୧|✖﹏✖|୨	dead
(✖﹏✖)	Cry Mad, anger, cry, dead
(✖︿✖)	dead
（*ｘ＿ｘ）	
(x~x)	dead
╰▐✖〜✖▐╯	dead
¯_|✖〜✖|_/¯	dead
Σ(×_×;)!	dead, sweat
(ꀻꎁꀻ)	
∑(✘Д✘๑)	dead
║:xل͜x:║	dead
(×□×；)	dead, sweat
໒(”x͟ʖx	dead
”७	
（×ω×）	dead
꒰⁎×﹏×⁎꒱	dead
༘ؓ	
